"sp","x","y"
"percussa",-45.065,-23.539389
"percussa",-46.193889,-23.4875
"percussa",-45.146667,-23.341389
"percussa",-44.837056,-23.3405
"percussa",-45.31,-23.221667
"percussa",-44.8005,-23.208212
"percussa",-43.21667,-22.94917
"percussa",-43.2613,-22.9458
"percussa",-43.209722,-22.903611
"percussa",-43.18,-22.55
"percussa",-43.073169,-22.496706
"percussa",-43.073056,-22.496667
"percussa",-43.001361,-22.493944
"percussa",-44.63,-22.47
"percussa",-44.609419,-22.45195
"percussa",-44.613889,-22.451111
"percussa",-44.612252,-22.447817
"percussa",-42.833333,-22.433333
"percussa",-42.986389,-22.417222
"percussa",-55.165833,-2.1111
"percussa",-43.883333,-22
"percussa",-43.778639,-21.930528
"percussa",-43.182222,-21.655833
"percussa",-44.104444,-21.601389
"percussa",-42.832778,-21.470278
"percussa",-44.178056,-21.110278
"percussa",-42.8818,-20.758024
"percussa",-42.8818,-20.75802
"percussa",-41.78125,-20.597
"percussa",-41.851333,-20.439
"percussa",-40.523611,-20.287
"percussa",-40.534722,-20.280833
"percussa",-40.225,-20.230833
"percussa",-43.465806,-20.123167
"percussa",-40.780556,-20.067222
"percussa",-40.530278,-19.971389
"percussa",-40.506944,-19.936111
"percussa",-40.553056,-19.9075
"percussa",-40.5575,-19.903889
"percussa",-40.575556,-19.887222
"percussa",-40.553889,-19.836389
"percussa",-43.429444,-19.414639
"percussa",-64.0975,-18.53166
"percussa",-63.95,-18.10833
"percussa",-63.6,-18.1
"percussa",-63.66666,-17.73333
"percussa",-63.67,-17.73
"percussa",-64.675667,-17.729083
"percussa",-63.7,-17.65
"percussa",-63.716667,-17.65
"percussa",-63.87,-17.55
"percussa",-63.86666,-17.55
"percussa",-64.1083,-17.35
"percussa",-64.72,-17.2
"percussa",-65.836944,-17.176667
"percussa",-65.752778,-17.174722
"percussa",-65.690555,-17.126111
"percussa",-65.49319,-17.0931
"percussa",-65.9425,-17.084722
"percussa",-64.666667,-17.083333
"percussa",-64.66666,-17.08333
"percussa",-65.53,-17.08
"percussa",-65.47022,-17.05947
"percussa",-66.128611,-17.017222
"percussa",-65.242778,-17.015833
"percussa",-39.600833,-16.986944
"percussa",-64.435,-16.7261
"percussa",-68.1215,-16.4823
"percussa",-40.060806,-16.398389
"percussa",-66.75,-16.3333
"percussa",-67.88,-16.2
"percussa",-67.78,-16.2
"percussa",-67.88333,-16.2
"percussa",-67.78333,-16.2
"percussa",-67.883333,-16.183333
"percussa",-68.042222,-16.085556
"percussa",-68.05,-16.08
"percussa",-67.25,-15.6833
"percussa",-67.57,-15.58
"percussa",-68,-15.5
"percussa",-39.5581,-15.3953
"percussa",-67.2,-15.33333
"percussa",-67.05,-15.32
"percussa",-67.05,-15.31666
"percussa",-67.06666,-15.28333
"percussa",-67.07,-15.28
"percussa",-67.05,-15.22
"percussa",-67.05,-15.21666
"percussa",-39.537361,-15.159167
"percussa",-39.529167,-15.155556
"percussa",-67.7419,-15.0194
"percussa",-67.789722,-14.979722
"percussa",-67.723056,-14.979722
"percussa",-68.434167,-14.968611
"percussa",-39.266667,-14.783333
"percussa",-68.59166,-14.77916
"percussa",-68.9555,-14.758139
"percussa",-68.94625,-14.747222
"percussa",-68.903222,-14.746153
"percussa",-68.945639,-14.745944
"percussa",-68.847917,-14.735694
"percussa",-68.416667,-14.716667
"percussa",-67.5,-14.666667
"percussa",-67.794444,-14.6475
"percussa",-68.671944,-14.628889
"percussa",-68.938583,-14.603417
"percussa",-68.933889,-14.597722
"percussa",-68.927778,-14.597222
"percussa",-68.951944,-14.583889
"percussa",-68.275,-14.494444
"percussa",-68.195,-14.468056
"percussa",-67.196389,-14.450556
"percussa",-68.186667,-14.447778
"percussa",-67.91666,-14.43333
"percussa",-67.923889,-14.423056
"percussa",-68.0125,-14.366111
"percussa",-67.96166,-14.35722
"percussa",-68.066667,-14.333333
"percussa",-67.08,-14.25
"percussa",-67.083333,-14.25
"percussa",-67.92,-14.17
"percussa",-69.264444,-14.149722
"percussa",-67.824056,-14.093417
"percussa",-67.820778,-14.088139
"percussa",-72.9,-13.6
"percussa",-39.7194,-13.5953
"percussa",-70.8006,-13.3314
"percussa",-73.45446,-13.239261
"percussa",-73.21194,-12.91444
"percussa",-73.2119,-12.9144
"percussa",-73.20444,-12.90694
"percussa",-73.2044,-12.9069
"percussa",-69.295285,-12.837201
"percussa",-69.293055,-12.836944
"percussa",-69.33,-12.83
"percussa",-69.28,-12.82
"percussa",-72.56666,-12.81666
"percussa",-69.233333,-12.766667
"percussa",-72.61277,-12.76111
"percussa",-72.6117,-12.7581
"percussa",-72.61166,-12.75805
"percussa",-73.135,-12.75444
"percussa",-73.135,-12.7544
"percussa",-69.355278,-12.671667
"percussa",-73.860914,-12.664916
"percussa",-72.9236,-12.6489
"percussa",-72.92361,-12.64888
"percussa",-72.965,-12.62444
"percussa",-72.965,-12.6244
"percussa",-70,-12.59
"percussa",-71.25,-12.583333
"percussa",-39.083333,-12.533333
"percussa",-39.633333,-12.066667
"percussa",-70.25,-12
"percussa",-73.677778,-11.97
"percussa",-68.666667,-11.95
"percussa",-68.67,-11.95
"percussa",-68.66666,-11.95
"percussa",-72.6992,-11.7856
"percussa",-73,-11.68
"percussa",-75.523603,-11.245428
"percussa",-66.68,-11.2
"percussa",-73.678333,-11.084444
"percussa",-75.480556,-11.036667
"percussa",-63.769326,-10.979438
"percussa",-61.938056,-10.884167
"percussa",-74.38333,-10.75
"percussa",-75.3,-10.733333
"percussa",-75.3,-10.73333
"percussa",-75.052222,-10.676389
"percussa",-75.177778,-10.654722
"percussa",-75.4586,-10.6428
"percussa",-75.45861,-10.64277
"percussa",-63.62,-10.633333
"percussa",-75.166667,-10.5
"percussa",-62.4725,-10.438889
"percussa",-75.4531,-10.4375
"percussa",-75.48194,-10.39583
"percussa",-75.4819,-10.3958
"percussa",-75.523333,-10.326944
"percussa",-75.519722,-10.292778
"percussa",-75.518056,-10.291667
"percussa",-75.54194,-10.27972
"percussa",-75.5419,-10.2797
"percussa",-75.580833,-10.231944
"percussa",-75.16027,-10.19222
"percussa",-75.34083,-10.18222
"percussa",-75.3408,-10.1822
"percussa",-75.57,-10.18
"percussa",-75.392222,-10.151944
"percussa",-75.368333,-10.134444
"percussa",-69.22,-10.12
"percussa",-69.21666,-10.11666
"percussa",-75.55027,-10.10416
"percussa",-69.2,-10.1
"percussa",-75.33,-10.1
"percussa",-75.33333,-10.1
"percussa",-71.1,-10.07
"percussa",-49.938611,-0.985833
"percussa",-49.939889,-0.981984
"percussa",-68.010833,-0.9641389
"percussa",-49.933333,-0.95
"percussa",-49.93,-0.95
"percussa",-71.900278,-9.380556
"percussa",-69.93333,-9.37833
"percussa",-69.9333,-9.3781
"percussa",-69.9375,-9.36
"percussa",-54.9758,-9.3319
"percussa",-64.6692,-9.2731
"percussa",-53.249167,-0.92575
"percussa",-75.827778,-9.221667
"percussa",-54.43,-0.92
"percussa",-74.14,-9.1839
"percussa",-54.433333,-0.916667
"percussa",-54.4333,-0.916667
"percussa",-74.375627,-9.163761
"percussa",-68.66363,-9.08756
"percussa",-72.27333,-9.04805
"percussa",-72.26986,-9.04542
"percussa",-72.320556,-9.043611
"percussa",-58.542778,-8.971667
"percussa",-72.793,-8.9445
"percussa",-65.710216,-8.89724
"percussa",-53.277611,-0.885333
"percussa",-71.23,-8.85
"percussa",-71.23333,-8.85
"percussa",-52.600822,-0.880931
"percussa",-52.600833,-0.880833
"percussa",-71.1,-8.77
"percussa",-67.385588,-8.758951
"percussa",-54.95,-0.875
"percussa",-52.539722,-0.867778
"percussa",-71.515833,-8.586667
"percussa",-71.51583,-8.58666
"percussa",-67.431389,-8.533333
"percussa",-72.859167,-8.403056
"percussa",-71.283611,-8.388333
"percussa",-71.28361,-8.38833
"percussa",-53.93075,-0.829139
"percussa",-53.948417,-0.828833
"percussa",-49.3,-8.25
"percussa",-73.039444,-8.228056
"percussa",-73.03944,-8.22805
"percussa",-72.98416,-8.20666
"percussa",-72.9842,-8.2064
"percussa",-74.2581,-8.1522
"percussa",-53.956278,-0.808056
"percussa",-73,-8
"percussa",-71.6622,-7.8933
"percussa",-72.6,-7.633333
"percussa",-72.6,-7.63333
"percussa",-72.955278,-7.5725
"percussa",-70.25,-7.5
"percussa",-73.73075,-7.49905
"percussa",-73.683889,-7.451111
"percussa",-73.383333,-7.45
"percussa",-75.990833,-7.340278
"percussa",-62.683954,-6.987642
"percussa",-71.468611,-6.977222
"percussa",-77.53,-6.95
"percussa",-75.978333,-6.935555
"percussa",-55.690194,-0.647194
"percussa",-76.28,-6.47
"percussa",-50.314444,-6.396944
"percussa",-50.385278,-6.364722
"percussa",-50.430278,-6.346111
"percussa",-50.408333,-6.343333
"percussa",-77.5181,-6.3278
"percussa",-77.51805,-6.32777
"percussa",-50.454167,-6.308889
"percussa",-73.91,-6.265
"percussa",-78.35138,-6.15194
"percussa",-78.3514,-6.1519
"percussa",-78.4223,-6.09714
"percussa",-77.883333,-5.916667
"percussa",-77.88333,-5.91666
"percussa",-77.91666,-5.88333
"percussa",-77.75,-5.833333
"percussa",-76.560802,-5.829872
"percussa",-76.19239,-5.81195
"percussa",-77.841208,-5.693278
"percussa",-78.31,-5.604
"percussa",-78.3333,-5.4983
"percussa",-78.91666,-5.43333
"percussa",-78.9167,-5.4333
"percussa",-78.5861,-5.4225
"percussa",-78.583611,-5.4225
"percussa",-78.47,-5.42
"percussa",-78.82,-5.42
"percussa",-78.81666,-5.41666
"percussa",-78.46666,-5.41666
"percussa",-78.5,-5.366667
"percussa",-52.85,-5.33333
"percussa",-78.9167,-5.25
"percussa",-78.75,-5.25
"percussa",-78.91666,-5.25
"percussa",-78.533333,-5.166667
"percussa",-78.725278,-5.166111
"percussa",-78.7253,-5.1661
"percussa",-78.8608,-5.1014
"percussa",-78.860833,-5.101389
"percussa",-78.8394,-5.0925
"percussa",-78.839444,-5.0925
"percussa",-78.8108,-5.0606
"percussa",-78.810833,-5.060556
"percussa",-74.5,-5.033333
"percussa",-78.9025,-5.01194
"percussa",-78,0.5
"percussa",-78.9042,-4.9903
"percussa",-78.90416,-4.99027
"percussa",-78.32,-4.92
"percussa",-78.316667,-4.916667
"percussa",-53.928583,-0.48975
"percussa",-74.33333,-4.83333
"percussa",-74.33,-4.83
"percussa",-79.116667,-4.816667
"percussa",-75.15,-4.816667
"percussa",-79.116,-4.816
"percussa",-74.346389,-4.720556
"percussa",-56.741111,-4.698611
"percussa",-74.5,-4.53
"percussa",-56.259444,-4.510556
"percussa",-78.35,-4.383333
"percussa",-78.35,-4.38
"percussa",-52.741667,-4.321944
"percussa",-69.95,-4.2
"percussa",-49.733333,-4.183333
"percussa",-78.91666,-4.18333
"percussa",-78.92,-4.18
"percussa",-63.55,-4.1677
"percussa",-78.92,-4.08
"percussa",-78.9514,-4.0514
"percussa",-73.158333,-4.003056
"percussa",-49.729444,-3.975
"percussa",-79.0558,-3.9606
"percussa",-79.05583,-3.96055
"percussa",-73.583333,-3.916667
"percussa",-49.73,-3.866667
"percussa",-73.375278,-3.828333
"percussa",-62.05,-3.823056
"percussa",-70.285368,-3.812229
"percussa",-73.412281,-3.792532
"percussa",-70.300778,-3.784528
"percussa",-70.647028,-3.784278
"percussa",-70.426806,-3.776222
"percussa",-73.247222,-3.748055
"percussa",-78.905833,-3.702778
"percussa",-72.83,-3.7
"percussa",-72.83333,-3.7
"percussa",-70.599889,-3.6945
"percussa",-66,-3.6527
"percussa",-79.366667,-3.5
"percussa",-78.166667,-3.5
"percussa",-78.17,-3.5
"percussa",-79.36666,-3.5
"percussa",-78.420278,-3.498333
"percussa",-69.060833,-3.495556
"percussa",-73.1,-3.483333
"percussa",-72.87,-3.47
"percussa",-72.86666,-3.46666
"percussa",-68.920556,-3.458333
"percussa",-78.53,-3.45
"percussa",-51.99,-3.4125
"percussa",-53.839556,-3.382806
"percussa",-54.943889,-3.375278
"percussa",-64.6925,-3.371389
"percussa",-77.08333,-3.3333
"percussa",-71.85,-3.316667
"percussa",-66.83,-3.26389
"percussa",-51.766111,-3.263611
"percussa",-72.866667,-3.25
"percussa",-52.20712,-3.20672
"percussa",-65.12,-3.16667
"percussa",-78.98333,-3.1666
"percussa",-79.21666,-3.1666
"percussa",-78.550278,-3.162778
"percussa",-60.020278,-3.133889
"percussa",-77.768725,-3.110156
"percussa",-78.51666,-3.08333
"percussa",-77.78194,-3.0805
"percussa",-77.35,-3
"percussa",-77.8,-3
"percussa",-72,-3
"percussa",-73.42,-3
"percussa",-73.416667,-3
"percussa",-77.757778,-2.95555
"percussa",-69.876944,-2.901389
"percussa",-68.55,-2.7
"percussa",-79.569444,-2.690833
"percussa",-78.2,-2.67
"percussa",-71.48575,-2.610611
"percussa",-78.15,-2.52
"percussa",-78.15,-2.516667
"percussa",-75.833333,-2.5
"percussa",-54.708333,-2.443056
"percussa",-56.794167,-2.43889
"percussa",-76.65,-2.416667
"percussa",-78.16375,-2.399722
"percussa",-78.166944,-2.385833
"percussa",-76.666667,-2.333333
"percussa",-78.133333,-2.333333
"percussa",-77.733333,-2.33333
"percussa",-76.67,-2.33
"percussa",-78.13,-2.32
"percussa",-78.13333,-2.31666
"percussa",-80.55,-2.23333
"percussa",-76.1975,-2.114167
"percussa",-76.966667,-2.083333
"percussa",-76.966,-2.083
"percussa",-76.97,-2.08
"percussa",-51.615278,-1.978333
"percussa",-50.788083,-1.967583
"percussa",-65.633333,-1.833333
"percussa",-65.63333,-1.83333
"percussa",-76.516,-1.83
"percussa",-76.7,-1.816667
"percussa",-59.28,-1.783333
"percussa",-76.8,-1.783333
"percussa",-56.376111,-1.756667
"percussa",-71.46667,-1.75
"percussa",-75.97,-1.7
"percussa",-50.468056,-1.685
"percussa",-50.468194,-1.684917
"percussa",-76.183333,-1.6667
"percussa",-67,-1.66667
"percussa",-75.966667,-1.66667
"percussa",-67,-1.6666
"percussa",-75.96666,-1.6666
"percussa",-76.18333,-1.666
"percussa",-78.03333,-1.65
"percussa",-78.03,-1.65
"percussa",-50.474389,-1.636556
"percussa",-75.966,-1.633
"percussa",-50.473611,-1.620278
"percussa",-77.416667,-1.566667
"percussa",-77.758333,-1.558333
"percussa",-76.85,-1.533333
"percussa",-52.581667,-1.523333
"percussa",-39.49521,-15.1954
"percussa",-77.98,-1.5
"percussa",-77.98333,-1.5
"percussa",-77.45,-1.483333
"percussa",-78.05,-1.48333
"percussa",-77.9917,-1.48
"percussa",-78.05,-1.48
"percussa",-77.98333,-1.46666
"percussa",-78.1869,-1.4628
"percussa",-78.1,-1.45
"percussa",-79.756,-1.438
"percussa",-61.208,-1.417
"percussa",-61.083333,-1.416667
"percussa",-50.677417,-1.407056
"percussa",-78.3,-1.4
"percussa",-78.38333,-1.4
"percussa",-78.43333,-1.4
"percussa",-78.377028,-1.398667
"percussa",-78.375,-1.3917
"percussa",-78.43,-1.3917
"percussa",-78.3,-1.3917
"percussa",-50.254722,-1.390556
"percussa",-78.37,-1.38
"percussa",-61.873611,-1.368333
"percussa",-77.13333,-1.3333
"percussa",-69.5856,-1.31806
"percussa",-54.131222,-1.279083
"percussa",-60.17,-1.275
"percussa",-50.402778,-1.241944
"percussa",-57.051667,-1.083889
"percussa",-77.616667,-1.066667
"percussa",-77.6,-1.066667
"percussa",-77.61666,-1.06666
"percussa",-77.62,-1.0658
"percussa",-77.714209,-1.043822
"percussa",-77.933333,-1.033333
"percussa",-48.54193,-25.78013
"percussa",-48.69473,-25.31674
"percussa",-51.43473,-1.79392
"percussa",-76.18333,0
"percussa",-66.28,0.93
"percussa",-78.24,0.9497
"percussa",-66.36,1.01
"percussa",-66.41,1.08
"percussa",-66.416667,1.083333
"percussa",-76.62297,1.09346
"percussa",-76.623,1.09346
"percussa",-76.55,1.16666
"percussa",-78.666667,1.25
"percussa",-66.1137,1.27628
"percussa",-78.5386,1.389007
"percussa",-58.9,1.416667
"percussa",-58.9,1.41667
"percussa",-75.90825,1.421389
"percussa",-75.869722,1.424444
"percussa",-75.662633,1.511767
"percussa",-58.83,1.53
"percussa",-75.46,1.54
"percussa",-58.8344,1.54722
"percussa",-59.2383,1.565
"percussa",-59.233333,1.566667
"percussa",-59.2383,1.56889
"percussa",-75.6045,1.604083
"percussa",-75.606232,1.61438
"percussa",-75.606383,1.620633
"percussa",-75.610639,1.623278
"percussa",-59.2497,1.65306
"percussa",-76.18333,1.666
"percussa",-78.7536,1.67333
"percussa",-73.526111,1.7275
"percussa",-76.160278,1.728889
"percussa",-76.1603,1.72889
"percussa",-75.7805,1.764944
"percussa",-59.0833,1.84083
"percussa",-76.98784,1.87744
"percussa",-75.730833,1.953611
"percussa",-59.25,2
"percussa",-63.6,2.0092
"percussa",-54.02,2.05
"percussa",-59.25,2.08
"percussa",-59.25,2.08333
"percussa",-59.2867,2.08917
"percussa",-63.5,2.133333
"percussa",-58.8,2.16666
"percussa",-59.25,2.16666
"percussa",-58.8,2.166667
"percussa",-58.8,2.16667
"percussa",-52.41,2.17
"percussa",-59.36,2.25
"percussa",-52.683333,2.283333
"percussa",-73.875,2.291111
"percussa",-58.3667,2.33333
"percussa",-58.36666,2.33333
"percussa",-58.366667,2.333333
"percussa",-74.903444,2.346111
"percussa",-53.21477,2.34632
"percussa",-77.6878,2.39716
"percussa",-77.687828,2.397162
"percussa",-72.946,2.4435
"percussa",-72.69167,2.47222
"percussa",-54.75,2.48
"percussa",-54.75,2.483333
"percussa",-53.82,2.51
"percussa",-52.22,2.53
"percussa",-73.941667,2.54
"percussa",-75.27,2.57
"percussa",-54.03273,2.59705
"percussa",-73.834444,2.695556
"percussa",-73.9022,2.82778
"percussa",-54.06,2.86
"percussa",-54.066667,2.866667
"percussa",-74.05583,2.88083
"percussa",-63.6,2.883333
"percussa",-52.366667,2.883333
"percussa",-58.966667,2.9
"percussa",-58.97,2.9
"percussa",-59.11,2.9
"percussa",-52.533333,2.95
"percussa",-52.53,2.95
"percussa",-64.6833,2.9667
"percussa",-58.583333,2.983333
"percussa",-58.5922,2.985
"percussa",-56.450833,3.000833
"percussa",-53.04218,3.04715
"percussa",-56.452222,3.077778
"percussa",-52.19,3.1
"percussa",-54.541111,3.104722
"percussa",-56.46,3.16
"percussa",-56.461111,3.163889
"percussa",-52.316667,3.166667
"percussa",-58.666667,3.166667
"percussa",-58.6767,3.17722
"percussa",-58.6736,3.17778
"percussa",-53.36744,3.18012
"percussa",-56.5925,3.180278
"percussa",-56.5925,3.1803
"percussa",-61.741389,1.3225
"percussa",-56.65,3.25
"percussa",-74.24667,3.2583
"percussa",-58.779,3.268
"percussa",-77.31889,3.296944
"percussa",-79.96666,0.006
"percussa",-63.4,3.333333
"percussa",-73.887672,3.342715
"percussa",-58.1292,3.35931
"percussa",-58.1802,3.35953
"percussa",-58.1802,3.359533
"percussa",-58.130001,3.36
"percussa",-58.1833,3.36667
"percussa",-56.625,3.433
"percussa",-53.21,3.46
"percussa",-76.6,3.466667
"percussa",-53.59444,3.51111
"percussa",-53.6,3.511111
"percussa",-53.594444,3.511111
"percussa",-76.739722,3.526389
"percussa",-53.2,3.53
"percussa",-53.91,3.55
"percussa",-53.216667,3.566667
"percussa",-53.1833,3.56667
"percussa",-53.21,3.57
"percussa",-74.08528,3.57917
"percussa",-53.33,3.58
"percussa",-53.21884,3.58007
"percussa",-53.33333,3.58333
"percussa",-53.25,3.583333
"percussa",-58.29933,3.58839
"percussa",-53.233333,3.6
"percussa",-53.27,3.6
"percussa",-53.28,3.6
"percussa",-53.28333,3.6
"percussa",-53.28,3.61
"percussa",-56.533333,3.616667
"percussa",-53.2,3.61667
"percussa",-53,3.62
"percussa",-53.2,3.62
"percussa",-53.215917,3.622787
"percussa",-56.533333,3.641667
"percussa",-56.533,3.642
"percussa",-76.58,3.687222
"percussa",-62.68,3.716667
"percussa",-66.963,3.722
"percussa",-67.927788,3.865867
"percussa",-67.92806,3.86917
"percussa",-55.5833,3.88333
"percussa",-58.916667,3.883333
"percussa",-58.92,3.883333
"percussa",-56.16805,3.89027
"percussa",-56.1681,3.8903
"percussa",-56.17944,3.90277
"percussa",-56.1794,3.9028
"percussa",-54.205556,3.916667
"percussa",-68.128333,3.925944
"percussa",-77.166667,3.933333
"percussa",-54.19142,3.96386
"percussa",-56.6478,4.10856
"percussa",-77.16666,4.16666
"percussa",-77.16666,4.16694
"percussa",-77.145,4.167778
"percussa",-74.444167,4.234167
"percussa",-77.166667,4.25
"percussa",-54.733333,4.266667
"percussa",-73.842222,4.290556
"percussa",-56.416667,4.35
"percussa",-55.78,4.36
"percussa",-56.4256,4.36419
"percussa",-58.5,4.366667
"percussa",-58.5,4.37
"percussa",-74.509789,4.37989
"percussa",-74.4904,4.3825
"percussa",-74.49041,4.382505
"percussa",-58.9172,4.38778
"percussa",-74.502339,4.517836
"percussa",-74.343051,4.594166
"percussa",-56.507,4.612
"percussa",-76.76762,4.675398
"percussa",-76.929444,4.69
"percussa",-76.917,4.7
"percussa",-76.45,4.7
"percussa",-74.4306,4.70258
"percussa",-74.06832,4.703927
"percussa",-53.96,4.71
"percussa",-75.067778,4.710278
"percussa",-75.0678,4.71028
"percussa",-75.67505,4.72219
"percussa",-74.573611,4.726667
"percussa",-56.866667,4.75
"percussa",-56.87,4.75
"percussa",-56.875,4.75611
"percussa",-56.87777,4.75833
"percussa",-74.388252,4.758816
"percussa",-76.208056,4.834722
"percussa",-76.9032,4.84526
"percussa",-75.566667,4.85
"percussa",-75.59,4.85802
"percussa",-75.589965,4.858021
"percussa",-74.4261,4.90139
"percussa",-74.4268,4.92073
"percussa",-57.7858,4.92167
"percussa",-74.427528,4.927117
"percussa",-74.4275,4.92712
"percussa",-76.368889,4.93
"percussa",-76.3689,4.93
"percussa",-76.05,4.93333
"percussa",-76.616667,4.933333
"percussa",-58.216667,4.933333
"percussa",-54.984167,4.934333
"percussa",-58.2247,4.93611
"percussa",-55.182611,4.953861
"percussa",-77.353056,4.956389
"percussa",-77.3531,4.95639
"percussa",-64.816667,4.983333
"percussa",-76.7,4.983611
"percussa",-76.747222,4.99
"percussa",-76.65,5
"percussa",-76.73,5
"percussa",-57.666667,5
"percussa",-57.6667,5
"percussa",-75.735444,5.058889
"percussa",-76.7,5.1
"percussa",-76.82799,5.12307
"percussa",-76.64674,5.18635
"percussa",-76.64183,5.22224
"percussa",-76.56325,5.25301
"percussa",-57.21,5.26
"percussa",-76.40005,5.31704
"percussa",-58.67,5.33
"percussa",-58.5,5.33333
"percussa",-58.6667,5.33333
"percussa",-76.383333,5.333333
"percussa",-72.704167,5.388889
"percussa",-76.833333,5.5
"percussa",-76.650556,5.516389
"percussa",-76.6506,5.51639
"percussa",-76.97461,5.51706
"percussa",-74.29946,5.546733
"percussa",-76.5,5.56667
"percussa",-75.818889,5.619444
"percussa",-75.81903,5.61964
"percussa",-66.125,5.63
"percussa",-66.125,5.63333
"percussa",-66.125,5.633333
"percussa",-76.64341,5.7083
"percussa",-76.620574,5.709513
"percussa",-76.649167,5.710833
"percussa",-76.647222,5.721389
"percussa",-75.726944,5.8
"percussa",-55.133333,5.8
"percussa",-75.727069,5.800014
"percussa",-61.0569,5.80111
"percussa",-76.235183,5.810265
"percussa",-61.0333,5.81667
"percussa",-57.48333,5.86666
"percussa",-57.483333,5.866667
"percussa",-57.4833,5.86667
"percussa",-76.164167,5.887778
"percussa",-61.595278,0.603889
"percussa",-77.31681,6.04135
"percussa",-74.212556,6.070528
"percussa",-73.2053,6.07694
"percussa",-73.23,6.089444
"percussa",-73.225583,6.100056
"percussa",-77.353889,6.1275
"percussa",-77.3539,6.1275
"percussa",-77.39938,6.20164
"percussa",-77.31666,6.26666
"percussa",-77.38662,6.26771
"percussa",-58.68,6.38
"percussa",-75.310556,6.449444
"percussa",-58.5084,6.49367
"percussa",-76.2998,6.50974
"percussa",-76.252222,6.519167
"percussa",-76.25233,6.51919
"percussa",-76.3208,6.53628
"percussa",-76.2475,6.538889
"percussa",-76.2475,6.5389
"percussa",-76.316667,6.55
"percussa",-76.31666,6.55
"percussa",-76.22414,6.63442
"percussa",-76.3,6.666667
"percussa",-76.25,6.666667
"percussa",-77.099167,6.69
"percussa",-77.052192,6.85056
"percussa",-73.035785,6.942517
"percussa",-77.496944,7.021667
"percussa",-65.9119,7.0758
"percussa",-66.169564,7.122449
"percussa",-72.9378,7.209972
"percussa",-75.05,7.216667
"percussa",-75.050003,7.216667
"percussa",-58.725,7.25278
"percussa",-75.043,7.25333
"percussa",-75.05164,7.26347
"percussa",-75.066111,7.264444
"percussa",-75.067222,7.293333
"percussa",-75.06747,7.29347
"percussa",-75.0594,7.30851
"percussa",-75.056396,7.3167
"percussa",-80.5,7.33333
"percussa",-80.624167,7.368056
"percussa",-58.61143,7.413225
"percussa",-78.05,7.416667
"percussa",-78.066667,7.45
"percussa",-76.807694,7.45111
"percussa",-75.35,7.533333
"percussa",-78.083333,7.55
"percussa",-80.513333,7.561389
"percussa",-75.387444,7.56833
"percussa",-80.3333,7.5833
"percussa",-72.433333,7.583333
"percussa",-72.433333,7.6
"percussa",-72.31666,7.61666
"percussa",-72.316667,7.616667
"percussa",-81.760002,7.63
"percussa",-76.96585,7.65237
"percussa",-76.9659,7.65237
"percussa",-78.116667,7.7
"percussa",-77.8,7.716667
"percussa",-81.566667,7.75
"percussa",-81.5667,7.75
"percussa",-72.604425,7.776889
"percussa",-77.816667,7.85
"percussa",-76.168826,8.002556
"percussa",-77.733333,8.016667
"percussa",-77.283333,8.058333
"percussa",-81.25,8.1667
"percussa",-70.06,0.82
"percussa",-77.133333,8.35
"percussa",-77.433333,8.366667
"percussa",-77.783333,8.383333
"percussa",-83.583333,8.466667
"percussa",-77.616667,8.466667
"percussa",-83.583,8.467
"percussa",-83.5944,8.4778
"percussa",-83.58,8.48
"percussa",-83.591667,8.480556
"percussa",-80.4,8.4833
"percussa",-83.466667,8.483333
"percussa",-81.115,8.513056
"percussa",-81.126389,8.522778
"percussa",-83.653042,8.528329
"percussa",-71.25038,8.52833
"percussa",-83.43,8.53
"percussa",-83.433609,8.531329
"percussa",-83.433609,8.53133
"percussa",-83.0983,8.5361
"percussa",-83.098523,8.536254
"percussa",-83.371667,8.543056
"percussa",-77.483333,8.558333
"percussa",-83.516648,8.566665
"percussa",-79.9106,8.5714
"percussa",-80.116667,8.6
"percussa",-80.133333,8.6
"percussa",-80.366667,8.603333
"percussa",-80.133333,8.616667
"percussa",-80.598333,8.62
"percussa",-80.129167,8.623611
"percussa",-80.108333,8.625
"percussa",-83.184722,8.626389
"percussa",-80.583333,8.633333
"percussa",-80.111667,8.635
"percussa",-83.436862,8.640313
"percussa",-83.08,8.66
"percussa",-82.916667,8.666667
"percussa",-83.083333,8.666667
"percussa",-79.833333,8.666667
"percussa",-83.56,8.68
"percussa",-83.51,8.68
"percussa",-83.516667,8.683333
"percussa",-80.6,8.683333
"percussa",-83.563889,8.684722
"percussa",-80.454167,8.685
"percussa",-80.453333,8.688333
"percussa",-79.916667,8.691111
"percussa",-83.20694,8.695
"percussa",-83.517,8.7
"percussa",-83.52,8.7
"percussa",-83.516667,8.7
"percussa",-83.20833,8.7
"percussa",-83.516669,8.7
"percussa",-83.486112,8.7
"percussa",-83.231389,8.7
"percussa",-83.208333,8.7
"percussa",-83.48,8.7
"percussa",-83.5,8.7
"percussa",-79.916667,8.7
"percussa",-79.93,8.7
"percussa",-80.608333,8.706667
"percussa",-80.623333,8.708333
"percussa",-83.2,8.71667
"percussa",-83.57,8.72
"percussa",-83.576389,8.725
"percussa",-83.472222,8.730833
"percussa",-82.25,8.733333
"percussa",-82.17,8.75
"percussa",-80.483333,8.75
"percussa",-80.531667,8.778889
"percussa",-82.2,8.78
"percussa",-77.675,8.808333
"percussa",-80.658333,8.830556
