"sp","x","y"
"percussa",-82.916667,8.833333
"percussa",-82.196667,8.836667
"percussa",-82.151667,8.915833
"percussa",-82.166667,8.916667
"percussa",-80.032339,8.923401
"percussa",-83.077778,9.075639
"percussa",-79.387222,9.101389
"percussa",-80.183333,9.125
"percussa",-70.6399,9.14418
"percussa",-79.858333,9.152778
"percussa",-79.745555,9.16
"percussa",-83.25,9.166667
"percussa",-79.75,9.166667
"percussa",-79.416111,9.166667
"percussa",-70.15,9.183333
"percussa",-79.583889,9.183611
"percussa",-82.343333,9.2
"percussa",-79.7875,9.201389
"percussa",-79.364167,9.22
"percussa",-83.75,9.25
"percussa",-83.7467,9.2503
"percussa",-78.930278,9.275556
"percussa",-79.975001,9.280115
"percussa",-83.611111,9.288889
"percussa",-83.76,9.29
"percussa",-83.77,9.29
"percussa",-83.764167,9.294722
"percussa",-78.94305,9.29722
"percussa",-79.344722,9.302778
"percussa",-79.582222,9.305
"percussa",-78.95,9.308333
"percussa",-82.541667,9.308333
"percussa",-79.77,9.33
"percussa",-66.28333,1.93333
"percussa",-79.75,9.333333
"percussa",-78.983333,9.333333
"percussa",-83.50833,9.33638
"percussa",-79.558889,9.383333
"percussa",-83.642778,9.3875
"percussa",-79.65,9.391667
"percussa",-83.913333,9.394167
"percussa",-79.65,9.4
"percussa",-83.051389,9.419444
"percussa",-69.9,9.43333
"percussa",-69.915278,9.440833
"percussa",-79.466667,9.441667
"percussa",-69.908,9.442
"percussa",-79.616667,9.5
"percussa",-79.666667,9.5
"percussa",-82.955556,9.511667
"percussa",-84.12,9.56
"percussa",-84.123611,9.563889
"percussa",-82.6,9.583
"percussa",-82.6,9.583333
"percussa",-82.733333,9.616667
"percussa",-83.263889,9.618333
"percussa",-83.283333,9.625
"percussa",-84,9.6667
"percussa",-69.5,9.683333
"percussa",-69.566667,9.716667
"percussa",-84.391667,9.736111
"percussa",-84.563889,9.747222
"percussa",-83.666667,9.75
"percussa",-84.49,9.78
"percussa",-84.6,9.783333
"percussa",-84.491667,9.7875
"percussa",-83.1,9.79
"percussa",-83.872171,9.796168
"percussa",-84.46,9.82
"percussa",-69.317,9.875
"percussa",-83.65,9.883333
"percussa",-83.191667,9.891667
"percussa",-83.450556,9.973333
"percussa",-68.62,9.98
"percussa",-83.9519,10.0114
"percussa",-84,10.16
"percussa",-84.825001,10.272222
"percussa",-68.3,10.28
"percussa",-84.167,10.3
"percussa",-84.166667,10.3
"percussa",-84.750001,10.3
"percussa",-84.080556,10.329167
"percussa",-84.6,10.333333
"percussa",-67.685555,10.349444
"percussa",-83.516667,10.366667
"percussa",-84.37,10.37
"percussa",-84.036111,10.374722
"percussa",-84.866667,10.383333
"percussa",-84.105,10.4
"percussa",-84.05,10.4
"percussa",-84.050833,10.400833
"percussa",-84,10.416667
"percussa",-83.98,10.42
"percussa",-84.009945,10.428045
"percussa",-84,10.43
"percussa",-84.01,10.43
"percussa",-84.7,10.43
"percussa",-84.006394,10.430586
"percussa",-84.65833,10.452778
"percussa",-84.658333,10.452778
"percussa",-84.73,10.46
"percussa",-84.06,10.46
"percussa",-84.68,10.48
"percussa",-84.683,10.483
"percussa",-84.863889,10.494444
"percussa",-84,10.5
"percussa",-85.25,10.5
"percussa",-83.5,10.516667
"percussa",-83.53,10.58
"percussa",-84.99,10.61
"percussa",-84.995834,10.611111
"percussa",-83.736112,10.643889
"percussa",-83.65,10.67
"percussa",-83.658333,10.675
"percussa",-83.633333,10.683333
"percussa",-85.1,10.71
"percussa",-85.1,10.716667
"percussa",-85,10.716667
"percussa",-84.8,10.72
"percussa",-85.08,10.73
"percussa",-85.3,10.783333
"percussa",-85.317,10.8
"percussa",-85.03,10.8
"percussa",-85.40139,10.880556
"percussa",-74.055833,10.888611
"percussa",-74.0557,10.8887
"percussa",-84.76,10.91
"percussa",-84.768056,10.913889
"percussa",-83.7,10.91666
"percussa",-83.816667,10.916667
"percussa",-73.998056,10.935556
"percussa",-84.066667,10.966667
"percussa",-85.427778,10.990556
"percussa",-85.427781,10.990556
"percussa",-84.4,11.016667
"percussa",-73.970556,11.026111
"percussa",-85.408333,11.033333
"percussa",-84.475,11.05
"percussa",-84.375833,11.059167
"percussa",-74.073672,11.082005
"percussa",-84.233333,11.1
"percussa",-84.280278,11.100833
"percussa",-84.2,11.133333
"percussa",-74.1364,11.225
"percussa",-84.237778,11.239444
"percussa",-74.211,11.2404
"percussa",-84.5833,11.3333
"percussa",-84.216667,11.416667
"percussa",-84.45,11.566667
"percussa",-84.4,11.567
"percussa",-84.366667,11.6
"percussa",-84.3,11.716667
"percussa",-85.933333,11.816667
"percussa",-84.433333,11.816667
"percussa",-83.75,12.083333
"percussa",-86.266667,12.15
"percussa",-84.316667,12.166667
"percussa",-85.283333,12.2
"percussa",-85.166667,12.216667
"percussa",-85.083333,12.266667
"percussa",-85.099444,12.293333
"percussa",-85.395278,12.3
"percussa",-85.365556,12.313611
"percussa",-85.4,12.35
"percussa",-85.716667,12.633333
"percussa",-85.716667,12.666667
"percussa",-85.041667,12.875
"percussa",-84.990583,12.905
"percussa",-85.6667,12.9167
"percussa",-85.098944,12.947583
"percussa",-85.916667,13
"percussa",-85.25,13.033333
"percussa",-85.81,13.06
"percussa",-86.123333,13.223611
"percussa",-85.633,13.233
"percussa",-85.633333,13.233333
"percussa",-85.4,13.266667
"percussa",-86.183333,13.283333
"percussa",-85.633333,13.383333
"percussa",-85.683333,13.566667
"percussa",-85.63,13.6
"percussa",-84.81,13.63
"percussa",-84.816667,13.65
"percussa",-84.808333,13.65
"percussa",-84.766667,13.733333
"percussa",-84.997222,13.736111
"percussa",-85.008333,13.75
"percussa",-84.516667,13.783333
"percussa",-84.5,13.783333
"percussa",-86.1,13.833333
"percussa",-84.683333,13.966667
"percussa",-84.641667,13.991667
"percussa",-84.566667,14.016667
"percussa",-84.566667,14.033333
"percussa",-84.727222,14.173611
"percussa",-85.108056,14.328611
"percussa",-83.65,14.333333
"percussa",-85.063889,14.3725
"percussa",-85.133333,14.4
"percussa",-89,14.5
"percussa",-89.16333,14.52166
"percussa",-84.75,14.766667
"percussa",-86.4556,14.8364
"percussa",-88,14.95
"percussa",-90.468333,15.000278
"percussa",-88.092222,15.081389
"percussa",-89,15.25
"percussa",-84.3333,15.25
"percussa",-89.726944,15.270278
"percussa",-90.15,15.283333
"percussa",-88,15.4167
"percussa",-89,15.5
"percussa",-89.673056,15.505833
"percussa",-89.390555,15.524445
"percussa",-91.639944,15.550472
"percussa",-88.4,15.6
"percussa",-90,15.6667
"percussa",-87,15.6667
"percussa",-87.458333,15.716667
"percussa",-90.1792,15.7422
"percussa",-88.866111,15.789444
"percussa",-90.96,16.101667
"percussa",-89.066667,16.25
"percussa",-89.033333,16.3
"percussa",-88.75,16.3333
"percussa",-89.166667,16.366667
"percussa",-89.119444,16.382778
"percussa",-89.15,16.383333
"percussa",-89.126111,16.398056
"percussa",-88.978333,16.463333
"percussa",-88.917778,16.471389
"percussa",-88.913333,16.481667
"percussa",-88.916667,16.483333
"percussa",-88.923333,16.493889
"percussa",-88.924167,16.494167
"percussa",-88.908333,16.494444
"percussa",-89.058056,16.495
"percussa",-88.918611,16.495555
"percussa",-88.913056,16.495555
"percussa",-88.915,16.506111
"percussa",-88.766667,16.516667
"percussa",-88.75,16.533333
"percussa",-90.233333,16.566667
"percussa",-90.23,16.57
"percussa",-89.019,16.628
"percussa",-91.0342,16.6775
"percussa",-88.983333,16.716667
"percussa",-91.0772,16.72556
"percussa",-91.430833,16.781111
"percussa",-91.464167,16.789444
"percussa",-91.0964,16.79917
"percussa",-91.2894,16.82222
"percussa",-88.63,16.838333
"percussa",-94.5625,16.867
"percussa",-94.683,16.9
"percussa",-89.006111,16.909722
"percussa",-91.290746,16.991038
"percussa",-94.8,17.016667
"percussa",-94.8,17.01667
"percussa",-94.73,17.02
"percussa",-94.72,17.03
"percussa",-92.146111,17.117222
"percussa",-94.467,17.133
"percussa",-94.359167,17.159444
"percussa",-94.7,17.17
"percussa",-89.0442,17.1745
"percussa",-92.100556,17.183889
"percussa",-92.069167,17.2325
"percussa",-94.3,17.233333
"percussa",-92.119444,17.2525
"percussa",-94.625,17.258333
"percussa",-92.108333,17.258333
"percussa",-94.566667,17.266667
"percussa",-94.586111,17.266667
"percussa",-94.5083,17.27
"percussa",-94.666667,17.366667
"percussa",-93.031111,17.398333
"percussa",-93.026616,17.4018505
"percussa",-92.931111,17.526667
"percussa",-92.749722,17.546389
"percussa",-93.060833,17.548889
"percussa",-92.508333,17.641667
"percussa",-76.652328,18.075675
"percussa",-62.170601,2.74716
"percussa",-67.70665,-16.25967
"percussa",-48.51676,-27.74224
"percussa",-48.51578,-27.73374
"percussa",-49.46815,-27.03913
"percussa",-49.15067,-26.91108
"percussa",-48.64246,-26.08185
"percussa",-48.92002,-25.93866
"percussa",-48.53771,-25.84674
"percussa",-48.50625,-25.62181
"percussa",-48.52554,-25.52744
"percussa",-48.34043,-25.50838
"percussa",-48.58016,-25.32343
"percussa",-48.32928,-25.29654
"percussa",-48.29858,-25.17851
"percussa",-47.94159,-25.13367
"percussa",-47.9379,-25.13182
"percussa",-48.7178,-24.85619
"percussa",-48.40997,-24.63904
"percussa",-48.41291,-24.26554
"percussa",-45.25677,-23.58874
"percussa",-45.25529,-23.58853
"percussa",-45.06676,-23.5505
"percussa",-44.67692,-23.28538
"percussa",-45.0213,-23.23583
"percussa",-43.21445,-22.95084
"percussa",-43.44306,-22.93387
"percussa",-47.06478,-22.89221
"percussa",-43.18117,-22.54302
"percussa",-43.06127,-22.48579
"percussa",-44.62802,-22.37041
"percussa",-42.60155,-19.77864
"percussa",-39.33993,-14.40533
"percussa",-58.54808,-9.38211
"percussa",-72.51254,-9.17168
"percussa",-63.93896,-8.83836
"percussa",-67.3942,-8.76177
"percussa",-67.67342,-8.26671
"percussa",-70.7681,-8.15838
"percussa",-66.12012,-7.68181
"percussa",-72.84874,-7.25934
"percussa",-71.61939,-4.5345
"percussa",-49.943764,-4.25616
"percussa",-55.08747,-3.44849
"percussa",-54.3012,-2.813773
"percussa",-54.70294,-2.60404
"percussa",-51.67358,-2.0305
"percussa",-51.66962,-2.0142
"percussa",-67.01388,-1.88852
"percussa",-56.51067,-1.34532
"percussa",-49.6396,-0.94942
"percussa",-52.54487,-0.86097
"percussa",-52.50568,-0.644797
"percussa",-67.07227,-0.13401
"percussa",-50.98839,0.54757
"percussa",-61.66528,2.91307
"percussa",-88.6023,16.46081
"percussa",-89.11364,16.76379
"percussa",-70.09539,-0.93338
"percussa",-70.080712,-0.90026
"percussa",-70.05473,-0.85548
"percussa",-73.89484,0.83218
"percussa",-76.0457,1.99202
"percussa",-73.91957,2.92205
"percussa",-73.90056,2.96909
"percussa",-76.97697,5.51501
"percussa",-75.28788,5.71701
"percussa",-77.23393,6.02077
"percussa",-73.19584,6.09897
"percussa",-76.24455,6.53723
"percussa",-83.65481,9.89908
"percussa",-84.032392,10.06046
"percussa",-84.98832,10.47902
"percussa",-76.07052,-0.65627
"percussa",-76.07053,-0.65624
"percussa",-76.07047,-0.6562
"percussa",-89.06034,15.24842
"percussa",-58.33151,5.90168
"percussa",-91.06459,16.69359
"percussa",-92.11011,17.22629
"percussa",-93.12933,17.35304
"percussa",-93.60885,17.36091
"percussa",-93.02237,17.39861
"percussa",-85.63956,13.23644
"percussa",-80.7006,7.28185
"percussa",-81.75941,7.46291
"percussa",-77.64155,7.7519
"percussa",-79.84468,9.15581
"percussa",-79.47551,9.27934
"percussa",-71.69082,-13.56388
"percussa",-76.00658,-9.37354
"percussa",-75.9996,-9.2842
"percussa",-74.61292,-8.35531
"percussa",-77.90614,-6.38061
"percussa",-77.60781,-5.88625
"percussa",-77.95807,-5.816819
"percussa",-78.40075,-5.62457
"percussa",-78.91434,-5.10217
"percussa",-56.1503,3.77952
"percussa",-55.56358,4.87303
"percussa",-69.59256,9.69157
"percussa",-66.418553,10.08603
"percussa",-67.61866,10.38081
"percussa",-78.5163,-3.43899
"percussa",-48.5492,-27.5967
"percussa",-48.8272,-26.8997
"percussa",-48.8456,-26.3044
"percussa",-48.5747,-25.8828
"percussa",-49.2731,-25.4278
"percussa",-44.7131,-23.2178
"percussa",-44.0406,-22.9597
"percussa",-43.2075,-22.9028
"percussa",-42.9819,-22.5372
"percussa",-43.1786,-22.505
"percussa",-44.5633,-22.4961
"percussa",-42.9656,-22.4122
"percussa",-41.7869,-22.3708
"percussa",-42.5311,-22.2819
"percussa",-42.8819,-20.7539
"percussa",-63.35,-17.98333
"percussa",-63.7166667,-17.65
"percussa",-63.6,-17.5
"percussa",-64.3,-17.3
"percussa",-64.71666,-17.2
"percussa",-65.7527778,-17.1747223
"percussa",-64.76666,-17
"percussa",-66.21888,-16.92416
"percussa",-67.78333,-16.21666
"percussa",-68.05,-16.08333
"percussa",-67.56666,-15.58333
"percussa",-68.21666,-15.33333
"percussa",-68.51666,-15.33333
"percussa",-67,-15.25
"percussa",-68.5,-15.25
"percussa",-67.65,-15.23333
"percussa",-68.68333,-15.21666
"percussa",-68.63694,-15.2125
"percussa",-66.61666,-15.16666
"percussa",-68.48944,-15.08472
"percussa",-68.48333,-15.05
"percussa",-68.48333,-15.03333
"percussa",-67.74194,-15.01944
"percussa",-67.16666,-15
"percussa",-67.7230556,-14.9797223
"percussa",-68.4341666,-14.9686111
"percussa",-68.585,-14.78972
"percussa",-68.9555,-14.7581389
"percussa",-68.94625,-14.7472222
"percussa",-68.9032222,-14.7461527
"percussa",-68.9456389,-14.7459444
"percussa",-68.8479166,-14.7356944
"percussa",-67.5,-14.6666667
"percussa",-67.5,-14.66666
"percussa",-68.61333,-14.65138
"percussa",-67.7944444,-14.6475
"percussa",-67.79444,-14.6475
"percussa",-68.6719445,-14.6288889
"percussa",-68.9385833,-14.6034167
"percussa",-68.93611,-14.60083
"percussa",-68.91666,-14.6
"percussa",-68.93333,-14.6
"percussa",-68.92944,-14.59777
"percussa",-68.9338889,-14.5977222
"percussa",-68.9277778,-14.5972222
"percussa",-68.9519444,-14.5838889
"percussa",-68.86194,-14.57888
"percussa",-68.3375,-14.56666
"percussa",-68.275,-14.49444
"percussa",-68.195,-14.45138
"percussa",-68.19638,-14.45055
"percussa",-67.93333,-14.45
"percussa",-67.76666,-14.45
"percussa",-67.9238889,-14.4230556
"percussa",-67.91666,-14.41666
"percussa",-67.9,-14.41666
"percussa",-68.46666,-14.38333
"percussa",-68.0125,-14.36611
"percussa",-68.06666,-14.33333
"percussa",-67.83333,-14.33333
"percussa",-67.08333,-14.25
"percussa",-69.2644444,-14.1497222
"percussa",-68.43333,-13.63333
"percussa",-69.83333,-13.5
"percussa",-68.83333,-13.01666
"percussa",-70,-13
"percussa",-72.73333,-12.88333
"percussa",-69.33333,-12.83333
"percussa",-69.15944,-12.66305
"percussa",-69.05,-12.54
"percussa",-71.16666,-11.75
"percussa",-74.91666,-10.75
"percussa",-75.16666,-10.71666
"percussa",-75.1777778,-10.6547222
"percussa",-75.47116,-10.65385
"percussa",-75.45166,-10.65166
"percussa",-75.16666,-10.63333
"percussa",-75.42638,-10.55388
"percussa",-75.07166,-10.37666
"percussa",-75.2,-10.36666
"percussa",-75.5233334,-10.3269445
"percussa",-75.51666,-10.25
"percussa",-75.57361,-10.23805
"percussa",-75.58058,-10.22788
"percussa",-75.23333,-10.2
"percussa",-75.21666,-10.2
"percussa",-70.95,-10.2
"percussa",-75.56666,-10.18333
"percussa",-75.57416,-10.18333
"percussa",-75.53333,-10.08333
"percussa",-75.54972,-10.06722
"percussa",-76,-9.3
"percussa",-75.8277778,-9.2216667
"percussa",-75.79222,-9.16638
"percussa",-75.79583,-9.0625
"percussa",-75.13333,-8.78333
"percussa",-76.16666,-6.6
"percussa",-76.35,-6.45
"percussa",-76.28333,-6.31666
"percussa",-77.75,-5.83333
"percussa",-77.48333,-5.75
"percussa",-77.885,-5.70111
"percussa",-78.33444,-5.49166
"percussa",-78.58611,-5.4225
"percussa",-78.5,-5.36666
"percussa",-78.66666,-5.32083
"percussa",-78.63416,-5.24777
"percussa",-78.5333333,-5.1666667
"percussa",-79.05166,-5.12472
"percussa",-78.33972,-5.05555
"percussa",-74.5,-5.03333
"percussa",-78.9025,-5.01166
"percussa",-78.31666,-4.91666
"percussa",-78.83333,-4.91666
"percussa",-79.11666,-4.81666
"percussa",-74.3463889,-4.7205556
"percussa",-78.22944,-4.61888
"percussa",-74.5,-4.53333
"percussa",-78.15,-4.46666
"percussa",-49.7964,-4.33056
"percussa",-78.66666,-4.26666
"percussa",-78.65916,-4.25027
"percussa",-70.49722,-4.19527
"percussa",-69.935297,-4.192935
"percussa",-73.33333,-4.16666
"percussa",-69.95,-4.15
"percussa",-78.94361,-4.13416
"percussa",-78.94194,-4.13388
"percussa",-78.96666,-4.11666
"percussa",-70.03333,-4.11666
"percussa",-78.91666,-4.08333
"percussa",-78.95138,-4.05138
"percussa",-78.96416,-4.04805
"percussa",-79.06666,-3.98333
"percussa",-79.07888,-3.97166
"percussa",-79.06666,-3.96666
"percussa",-79.03277,-3.9666
"percussa",-78.86666,-3.86666
"percussa",-73.25,-3.75
"percussa",-73.2472222,-3.7480555
"percussa",-73.24722,-3.74805
"percussa",-78.9058333,-3.7027778
"percussa",-73.05,-3.53333
"percussa",-78.4202778,-3.4983333
"percussa",-73.1,-3.4833333
"percussa",-78.56666,-3.4
"percussa",-72.91666,-3.33333
"percussa",-71.85,-3.3166667
"percussa",-79.65,-3.31666
"percussa",-72.9,-3.25
"percussa",-78.5502778,-3.1627778
"percussa",-78.458,-3.16
"percussa",-79.5694445,-2.6908333
"percussa",-73.75,-2.66666
"percussa",-54.9372,-2.63639
"percussa",-75.8333333,-2.5
"percussa",-76.65,-2.41666
"percussa",-78.16694,-2.38583
"percussa",-77.5,-2.38333
"percussa",-76.66666,-2.36666
"percussa",-77.51666,-2.35
"percussa",-78.06666,-2.33333
"percussa",-78.13333,-2.33333
"percussa",-76.66666,-2.33333
"percussa",-76.96666,-2.08333
"percussa",-77.93611,-2.00555
"percussa",-76.7,-1.81666
"percussa",-80.08333,-1.81666
"percussa",-76.8,-1.78333
"percussa",-79.28333,-1.78333
"percussa",-75.96666,-1.63333
"percussa",-75.66666,-1.6
"percussa",-77.41666,-1.56666
"percussa",-77.7583333,-1.5583333
"percussa",-76.85,-1.53333
"percussa",-77.45,-1.4833333
"percussa",-77.45,-1.48333
"percussa",-76.7,-1.48333
"percussa",-78.48333,-1.48333
"percussa",-76.78333,-1.45
"percussa",-78.08138,-1.43222
"percussa",-77.33333,-1.41666
"percussa",-78.16666,-1.4
"percussa",-78.43333,-1.39166
"percussa",-78.41666,-1.38333
"percussa",-78.36666,-1.38333
"percussa",-76.96666,-1.36666
"percussa",-76.91666,-1.25
"percussa",-75.78333,-1.08333
"percussa",-77.61555,-1.06916
"percussa",-77.6,-1.06666
"percussa",-77.9333333,-1.0333333
"percussa",-76.15,-1.03333
"percussa",-76.2,-0.98333
"percussa",-76.21666,-0.95
"percussa",-77.78611,-0.92222
"percussa",-76.21666,-0.91666
"percussa",-76.15,-0.91666
"percussa",-76.18333,-0.91666
"percussa",-76.08333,-0.86666
"percussa",-76.43333,-0.85
"percussa",-77.41666,-0.85
"percussa",-76.3,-0.83333
"percussa",-76.35,-0.83333
"percussa",-76.86666,-0.83333
"percussa",-77.56305,-0.8275
"percussa",-76.36666,-0.81666
"percussa",-76.38333,-0.8
"percussa",-76.5,-0.78333
"percussa",-77.43333,-0.76666
"percussa",-77.55777,-0.76388
"percussa",-79.10638,-0.7625
"percussa",-76.46666,-0.75
"percussa",-77.8,-0.73333
"percussa",-76.9,-0.73333
"percussa",-77.63333,-0.71666
"percussa",-77.16666,-0.7
"percussa",-76.42815,-0.6642
"percussa",-75.28333,-0.65
"percussa",-77.45333,-0.63666
"percussa",-79.3,-0.61666
"percussa",-77.66666,-0.58333
"percussa",-76.46666,-0.58333
"percussa",-76.5,-0.58333
"percussa",-75.25,-0.58333
"percussa",-79.36666,-0.58333
"percussa",-76.5,-0.55
"percussa",-75.21666,-0.55
"percussa",-76.58333,-0.48333
"percussa",-77.2,-0.48333
"percussa",-76.61666,-0.41666
"percussa",-79.36666,-0.35
"percussa",-77.08333,-0.33333
"percussa",-78.98333,-0.31666
"percussa",-79.21666,-0.31666
"percussa",-77.78194,-0.30805
"percussa",-77.35,-0.3
"percussa",-77.8,-0.3
"percussa",-77.7577778,-0.2955555
"percussa",-76.35,-0.25
"percussa",-77.3,-0.2
"percussa",-67,-0.16666
"percussa",-77.13333,-0.13333
"percussa",-76.18333,-0.01666
"percussa",-61.7475,-6.1545538
"percussa",-49.02253,-25.692976
"percussa",-48.273649,-24.3088068
"percussa",-43.2093,-22.416292
"percussa",-43.903195,-21.7122774
"percussa",-54.671441,-8.976828
"percussa",-54.96166,-8.73644
"percussa",-73.69133,-7.4187609
"percussa",-43.21529,-22.949723
"percussa",-48.90159,-27.09238
"percussa",-48.31477,-25.51237
"percussa",-46.65861,-24.09501
"percussa",-70.14625,-3.44873
"percussa",-76.2,0
"percussa",-53.94101,4.76172
"percussa",-76.18333,0.01666
"percussa",-79.96666,0.03333
"percussa",-77.1005556,0.0852777
"percussa",-78.76666,0.2
"percussa",-79.88333,0.3
"percussa",-79.47638,0.34722
"percussa",-79.73333,0.35
"percussa",-79.75,0.36666
"percussa",-79.68333,0.38333
"percussa",-78.91666,0.8
"percussa",-79.05,0.88333
"percussa",-78.1,0.9
"percussa",-78.25,0.91666
"percussa",-78.91666,0.91666
"percussa",-78.35388,0.92194
"percussa",-78.18333,0.93333
"percussa",-79,1
"percussa",-78.81666,1.03333
"percussa",-78.28333,1.08333
"percussa",-78.66666,1.25
"percussa",-75.38412,1.31578
"percussa",-78.43805,1.44083
"percussa",-71.28,1.45
"percussa",-58.83333,1.53333
"percussa",-67.06666,1.91666
"percussa",-75.7308334,1.9536111
"percussa",-63.5,2.1333333
"percussa",-66.28333,2.16666
"percussa",-72.58087,2.2656
"percussa",-73.16666,2.26666
"percussa",-74.413,2.282
"percussa",-64.86666,2.76666
"percussa",-59.11666,2.9
"percussa",-54.55388,2.97166
"percussa",-56.4508333,3.0008333
"percussa",-56.4522222,3.0777778
"percussa",-54.54111,3.10472
"percussa",-56.5925,3.1802778
"percussa",-74.23333,3.23333
"percussa",-53.1448,3.3609
"percussa",-53.12,3.37
"percussa",-76.63333,3.4
"percussa",-76.6,3.4666667
"percussa",-53.91666,3.55
"percussa",-53.2,3.61666
"percussa",-58.91666,3.88333
"percussa",-77.08333,4.05
"percussa",-77.1,4.1
"percussa",-57.05,4.24
"percussa",-77.36666,4.25
"percussa",-67.76666,4.4
"percussa",-67.8,4.4
"percussa",-77.28333,4.41666
"percussa",-73.2156,4.4323
"percussa",-76.91666,4.7
"percussa",-75.5666667,4.85
"percussa",-55.1826111,4.9538611
"percussa",-64.81666,4.98333
"percussa",-64.8166667,4.9833333
"percussa",-76.44,5
"percussa",-57.66666,5
"percussa",-75.54,5.23
"percussa",-77.01666,5.31666
"percussa",-58.63333,5.31666
"percussa",-76.38333,5.33333
"percussa",-75.65,5.53333
"percussa",-75.65,5.6
"percussa",-66.1,5.63333
"percussa",-57.5,6
"percussa",-76.13333,6.31666
"percussa",-76.43333,6.35
"percussa",-76.3161,6.4722
"percussa",-76.23333,6.48333
"percussa",-76.31666,6.53333
"percussa",-76.25,6.6666667
"percussa",-76.3,6.6666667
"percussa",-75.1,6.9
"percussa",-75.03519,7.16005
"percussa",-80.70388,7.29111
"percussa",-80.5,7.3
"percussa",-80.66666,7.32416
"percussa",-75.33333,7.33333
"percussa",-81.70833,7.34166
"percussa",-80.67111,7.36361
"percussa",-78.05,7.41666
"percussa",-78.06666,7.45
"percussa",-75.35,7.53333
"percussa",-78.0833333,7.55
"percussa",-80.51333,7.56138
"percussa",-72.43333,7.58333
"percussa",-72.21666,7.6
"percussa",-72.43333,7.6
"percussa",-81.75972,7.61777
"percussa",-72.36666,7.65
"percussa",-76.967289,7.653093
"percussa",-78.11666,7.7
"percussa",-77.8,7.7166667
"percussa",-77.8166667,7.85
"percussa",-77.7,7.95
"percussa",-78.36666,7.96666
"percussa",-77.75,8
"percussa",-77.73333,8.01666
"percussa",-77.7333333,8.0166667
"percussa",-77.2833333,8.0583333
"percussa",-82.89333,8.10833
"percussa",-82.88333,8.25
"percussa",-77.1333333,8.35
"percussa",-82.79333,8.36333
"percussa",-77.43333,8.36666
"percussa",-83.55,8.45
"percussa",-83.58333,8.46666
"percussa",-77.61666,8.46666
"percussa",-83.6,8.48
"percussa",-81.115,8.51305
"percussa",-81.12638,8.52277
"percussa",-83.34166,8.525
"percussa",-77.48333,8.55833
"percussa",-82.80833,8.59166
"percussa",-80.11666,8.6
"percussa",-80.13333,8.6
"percussa",-80.36666,8.60333
"percussa",-83.73,8.61
"percussa",-80.13333,8.61666
"percussa",-80.59833,8.62
"percussa",-80.12916,8.62361
"percussa",-80.10666,8.625
"percussa",-80.10833,8.625
"percussa",-80.125,8.63333
"percussa",-80.58333,8.63333
"percussa",-80.11166,8.635
"percussa",-80.59166,8.64166
"percussa",-82.63333,8.65
"percussa",-83.08333,8.66666
"percussa",-82.91666,8.66666
"percussa",-79.83333,8.66666
"percussa",-80.78333,8.66666
"percussa",-80.59,8.675
"percussa",-80.6,8.68333
"percussa",-83.56388,8.68472
"percussa",-80.45416,8.685
"percussa",-80.45333,8.68833
"percussa",-79.92138,8.68861
"percussa",-83.48,8.69
"percussa",-79.91666,8.69111
"percussa",-83.23138,8.7
"percussa",-83.51,8.7
"percussa",-83.51666,8.7
"percussa",-79.91666,8.7
"percussa",-80.60833,8.70666
"percussa",-80.62333,8.70833
"percussa",-79.89138,8.72027
"percussa",-83.47222,8.73083
"percussa",-82.25,8.73333
"percussa",-80.48333,8.75
"percussa",-80.53166,8.77888
"percussa",-81.75,8.8
"percussa",-77.675,8.8083333
"percussa",-82.91666,8.83333
"percussa",-81.81666,8.85
"percussa",-70.73333,8.86666
"percussa",-78.4,8.9
"percussa",-82.165,8.905
"percussa",-78.36666,8.91666
"percussa",-82.1666667,8.9166667
"percussa",-79.38722,9.10138
"percussa",-80.1833333,9.125
"percussa",-79.85805,9.14861
"percussa",-79.85,9.15
"percussa",-79.85833,9.15277
"percussa",-79.85277,9.15555
"percussa",-79.84166,9.15694
"percussa",-79.83888,9.15833
"percussa",-79.7455555,9.16
"percussa",-79.84166,9.1625
"percussa",-79.82805,9.16361
"percussa",-79.83638,9.16361
"percussa",-79.83472,9.16388
"percussa",-79.41611,9.16666
"percussa",-79.75,9.16666
"percussa",-79.4161111,9.1666667
"percussa",-79.85861,9.16861
"percussa",-79.42027,9.17027
"percussa",-79.79805,9.1725
"percussa",-79.83444,9.17388
"percussa",-70.15,9.18333
"percussa",-79.58388,9.18361
"percussa",-79.7875,9.20138
"percussa",-79.78444,9.20166
"percussa",-82.38333,9.245
"percussa",-82.51666,9.26666
"percussa",-78.93027,9.27555
"percussa",-83.61,9.28
"percussa",-79.34472,9.30277
"percussa",-79.58222,9.305
"percussa",-78.95,9.30833
"percussa",-82.54166,9.30833
"percussa",-79.65,9.31666
"percussa",-70.06666,9.31666
"percussa",-79.75,9.33333
"percussa",-78.96666,9.33333
"percussa",-78.98333,9.33333
"percussa",-82.26,9.36833
"percussa",-78.56666,9.38333
"percussa",-79.55888,9.38333
"percussa",-79.55777,9.38416
"percussa",-79.65,9.39166
"percussa",-83.08,9.4
"percussa",-83.05,9.41
"percussa",-79.55,9.41666
"percussa",-69.91527,9.44083
"percussa",-79.46666,9.44166
"percussa",-79.54916,9.44444
"percussa",-84.04,9.48
"percussa",-79.65,9.5
"percussa",-79.68333,9.5
"percussa",-79.61666,9.5
