"","dictyophylla.tif","latevagans.tif","nana.tif","percussa.tif","piloselloides.tif","reptans.tif","tecta.tif","tobagensis.tif"
"dictyophylla.tif",NA,0.102056591735903,0.691989652388672,0.844385982970162,0.368578689217546,0.859284951046962,0.229725850506558,0.705980543288227
"latevagans.tif",0.102056591700668,NA,0.177924607379974,0.106663924048268,0.211481289335643,0.0394310120276837,0.226639624167467,0.123159162645019
"nana.tif",0.69198965238445,0.177924607371046,NA,0.59890349288078,0.455901003933551,0.541861440071087,0.310196105874797,0.631687812561909
"percussa.tif",0.844385982970162,0.106663924048268,0.59890349288078,NA,0.387283054729044,0.922044536520735,0.337819818852934,0.594064075114062
"piloselloides.tif",0.368578689217546,0.211481289297989,0.455901003921514,0.387283054729044,NA,0.275039787136068,0.632022336510449,0.382627675473163
"reptans.tif",0.859284951046962,0.0394310120276837,0.541861440071087,0.922044536520735,0.275039787136068,NA,0.152793257017136,0.598410572567938
"tecta.tif",0.229725850492328,0.226639624213723,0.310196105874797,0.337819818852934,0.632022336510449,0.152793257017136,NA,0.255988496760499
"tobagensis.tif",0.705980543288227,0.123159162645019,0.631687812561909,0.594064075114062,0.382627675473163,0.598410572567938,0.255988496760499,NA
